Object Full Name,Diameter (km),Albedo,Rotation Period (hrs),Absolute Magnitude Parameter,Epoch of Oscillation in Julian Day Form,Eccentricity,Semi-Major Axis (au),Perihelion Distance (au),Inclination (degrees),Longitude of Ascending Node (deg),Argument of Perihelion (deg),Mean Anomaly (deg),Aphelion distance (au),Mean motion (deg/day),Earth Minimum Orbit Intersection Distance (au),Potentially Hazardous Asteroid
       (2012 CA21),,,,19.1,2459800.5,0.6574,2.659,0.911,28.74,128.06,35.81,145.58,4.41,0.2273,0.00148,1
       (2012 CA55),,,,21.9,2459800.5,0.4786,1.802,0.94,8.64,175.92,41.42,92.63,2.66,0.4074,0.0153,1
       (2012 DE31),,,,21.7,2459800.5,0.3729,1.15,0.721,29.69,141.64,262.17,237.27,1.58,0.7988,0.0455,1
       (2012 DK31),,,,21.9,2459800.5,0.5765,0.694,0.294,11.15,165.2,149.24,264.55,1.09,1.705,0.0246,1
       (2012 FQ1),,,,19.3,2459800.5,0.616,2.604,1,5.17,98.27,169.32,137.47,4.21,0.2345,0.00746,1
       (2012 FR1),,,,19.1,2459800.5,0.7097,2.179,0.633,13.29,354.59,87.18,111.68,3.73,0.3064,0.0131,1
       (2012 FG58),,,,22,2459800.5,0.5463,2.148,0.975,13.51,32.83,220.55,87.44,3.32,0.3131,0.041,1
       (2012 FO62),,,,20.2,2459800.5,0.5162,2.015,0.975,3.98,258.47,212.81,255.62,3.05,0.3447,0.0196,1
       (2012 GV17),,,,21.1,2459800.5,0.459,1.642,0.888,11.04,6.77,311.84,259.96,2.4,0.4686,0.00509,1
       (2012 HJ1),,,,17.9,2459800.5,0.6067,2.003,0.788,31.29,44.64,291.25,182.12,3.22,0.3477,0.0349,1
       (2012 HG8),,,,19.7,2459800.5,0.7277,2.459,0.669,25.58,214.54,256.81,260.24,4.25,0.2557,0.000564,1
       (2012 HG31),,,,18.9,2459800.5,0.5326,2.172,1.015,10.24,148.28,173.12,40.03,3.33,0.3078,0.0062,1
       (2012 HZ33),,,,20.4,2459800.5,0.2102,1.197,0.946,23.88,54.91,231.59,249.49,1.45,0.7522,0.00154,1
       (2012 JS11),,,,20.3,2459800.5,0.6743,2.822,0.919,9.54,208.02,124.14,29.54,4.72,0.2079,0.0477,1
       (2012 KA4),,,,21.16,2459800.5,0.7798,1.1,0.242,5.8,214.9,237.5,350.79,1.96,0.8541,0.0259,1
       (2012 KC6),,,,21.6,2459800.5,0.2464,1.241,0.935,11.32,195.37,338,184.21,1.55,0.7131,0.0484,1
       (2012 KU12),,,,21.6,2459800.5,0.4886,1.638,0.838,8.63,53.07,74.4,7.64,2.44,0.47,0.0409,1
       (2012 LR1),,,,20.5,2459800.5,0.3814,1.337,0.827,42.32,83.09,66.58,271.06,1.85,0.6378,0.00814,1
       (2012 LZ1),1.252,0.012,12.87,19.9,2459800.5,0.59,2.557,1.048,26.1,264.51,14.31,170.9,4.07,0.2411,0.0437,1
       (2012 LK11),,,,20.3,2459800.5,0.5935,2.428,0.987,5.15,152.19,159.99,236.06,3.87,0.2606,0.000633,1
       (2012 MS4),,,,18.7,2459800.5,0.7207,2.265,0.633,67.67,265.84,257.57,11.54,3.9,0.2892,0.0338,1
       (2012 MJ6),,,,21.1,2459800.5,0.4896,1.823,0.93,9.22,82.34,127.1,64.24,2.72,0.4005,0.027,1
       (2012 MZ6),,,,21.5,2456106.5,0.712,2.141,0.617,1.36,317.2,225.05,19.56,3.67,0.3146,0.0147,1
       (2012 NN),,,,20.9,2459800.5,0.627,2.575,0.961,4.63,237.52,6.33,165.28,4.19,0.2385,0.0277,1
       (2012 OO),,,,20.6,2459800.5,0.3835,1.697,1.046,4.84,160.9,179.9,180.99,2.35,0.446,0.0372,1
       (2012 OQ),,,,21.9,2459800.5,0.395,1.191,0.72,7.1,294.07,100.68,214.12,1.66,0.7585,0.0148,1
       (2012 OP4),,,25.89,20,2459800.5,0.6582,2.118,0.724,20.65,143.6,262.79,69.66,3.51,0.3197,0.0491,1
       (2012 PS4),,,,21.3,2459800.5,0.5927,1.768,0.72,3.94,86.21,144.2,116.97,2.82,0.4192,0.0459,1
       (2012 PP28),,,,19.3,2459800.5,0.6066,1.99,0.783,5.67,254.07,133.63,179.38,3.2,0.3511,0.0262,1
       (2012 QC8),,,,18.04,2459800.5,0.7583,2.821,0.682,5.68,22.2,47.7,29.43,4.96,0.208,0.0453,1
       (2012 QQ10),,,,20.9,2459800.5,0.4681,1.935,1.029,3.96,65.54,227.98,270.05,2.84,0.3661,0.0456,1
       (2012 QG42),,,24.22,20.9,2459800.5,0.3744,1.026,0.642,6.81,344.78,116.18,123.56,1.41,0.9489,0.0139,1
       (2012 QE50),,,,19.04,2459800.5,0.4408,1.733,0.969,11.9,193.92,224.88,97.11,2.5,0.4319,0.0462,1
       (2012 RG15),,,,19.76,2459800.5,0.4535,1.077,0.589,48.94,336.63,247.22,16.25,1.57,0.8818,0.0232,1
       (2012 SD22),,,,20.1,2459800.5,0.5726,1.964,0.839,7.91,140.24,313.83,178.94,3.09,0.3582,0.0168,1
       (2012 TY52),,,,21.4,2459800.5,0.5531,1.663,0.743,9.63,221.59,252.89,169.33,2.58,0.4595,0.000687,1
       (2012 TF53),,,,21.16,2459800.5,0.3689,1.426,0.9,6.13,201.06,282.4,213.84,1.95,0.5787,0.0466,1
       (2012 TO139),,,,19.85,2459800.5,0.8884,2.439,0.272,5.36,179.21,56.3,229.03,4.6,0.2588,0.000647,1
       (2012 TP139),,,,20.23,2459800.5,0.4645,1.467,0.786,2.34,271.79,3.36,244.03,2.15,0.5545,0.0379,1
       (2012 TJ146),,,,20.66,2459800.5,0.6439,2.682,0.955,5.17,41.46,54.89,56.4,4.41,0.2244,0.0435,1
       (2012 UZ33),,,,19.28,2459800.5,0.5807,2.229,0.934,3.36,85.9,224.8,12.11,3.52,0.2963,0.00621,1
       (2012 UU136),,,,21.28,2459800.5,0.2119,1.16,0.914,35.59,36.09,227.73,42.27,1.41,0.7887,0.0347,1
       (2012 UR138),,,,21.4,2459800.5,0.5425,1.968,0.9,7.77,255.91,49.07,227.41,3.04,0.357,0.00401,1
       (2012 UR158),0.629,0.023,,20.7,2459800.5,0.8576,2.233,0.318,3.19,286.5,239.38,315.56,4.15,0.2954,0.0014,1
       (2012 VK6),,,,20.1,2456242.5,0.7054,2.303,0.678,1.84,291.02,339.31,20.21,3.93,0.282,0.0271,1
       (2012 VL6),,,,20.8,2459800.5,0.5659,2.342,1.017,8.73,19.47,19.26,255.62,3.67,0.2749,0.0352,1
       (2012 VO6),,,,21.5,2459800.5,0.5359,1.965,0.912,3.57,242.52,243.76,159.53,3.02,0.3579,0.0264,1
       (2012 VF37),,,,21,2459800.5,0.6524,2.461,0.856,4.9,82.48,58.77,169.44,4.07,0.2553,0.0157,1
       (2012 VE46),,,,20.2,2459800.5,0.3613,0.7131,0.455,6.67,8.76,190.49,272.33,0.97,1.637,0.0318,1
       (2012 VC82),,,,20.2,2459800.5,0.5812,2.38,0.997,10.82,355.35,29.24,234.85,3.76,0.2684,0.0316,1
       (2012 XY6),,,,19.1,2459800.5,0.4916,2.008,1.021,7.79,348.36,173.3,107.15,2.99,0.3464,0.0312,1
       (2012 XO111),,,,21.16,2459800.5,0.4994,2.004,1.003,4.28,328.11,189.81,113.63,3,0.3475,0.0176,1
       (2012 XA133),,,3.2774,21,2459800.5,0.6977,1.328,0.401,4.06,225.57,78,165.44,2.25,0.6441,0.0172,1
       (2012 XJ134),,,,21.5,2459800.5,0.7379,2.567,0.673,2.46,237.09,124.41,136.97,4.46,0.2396,0.0141,1
       (2012 YO1),,,,21.3,2459800.5,0.4901,1.825,0.93,17.47,85.82,312.69,341.24,2.72,0.3999,0.0431,1
       (2012 YQ1),,,,21,2459800.5,0.5643,1.997,0.87,5.15,120.15,42.12,131.06,3.12,0.3494,0.00706,1
       (2012 YO3),,,,21.2,2459800.5,0.6725,2.44,0.799,3.6,30.96,351.42,202.14,4.08,0.2585,0.0463,1
       (2012 YY6),,,,21.3,2459800.5,0.6814,1.525,0.486,4.03,22.62,317.78,66.62,2.56,0.5233,0.037,1
       (2013 AN20),,,,21.8,2459800.5,0.3048,1.464,1.018,23.07,105.35,355.84,147.45,1.91,0.5561,0.0368,1
       (2013 AS27),,,,21.4,2459800.5,0.2285,1.105,0.852,33.59,105.22,253.43,173.52,1.36,0.8488,0.0316,1
       (2013 AX52),,,,20.24,2459800.5,0.1221,1.198,1.052,32.6,289.11,356.64,291.07,1.34,0.7514,0.0355,1
       (2013 AN60),,,,21.9,2459800.5,0.5824,1.893,0.791,6.95,248.52,125.69,269.66,3,0.3783,0.0156,1
       (2013 BC18),,,,18.88,2459800.5,0.77,2.754,0.634,24.82,286.2,262.27,19.45,4.88,0.2156,0.0177,1
       (2013 BD18),,,,21.2,2459800.5,0.6634,2.322,0.781,17.26,285.25,251.48,237.97,3.86,0.2786,0.0457,1
       (2013 BO76),,,5.03,20.48,2459800.5,0.5193,1.702,0.818,1.95,242.21,4.94,41.51,2.59,0.444,0.0282,1
       (2013 ED28),,,,21.5,2459800.5,0.6666,1.55,0.517,4.89,152.95,258.52,345.14,2.58,0.5108,0.000573,1
       (2013 ER89),,,,20.2,2459800.5,0.5357,1.695,0.787,26.98,0.95,283.66,52.11,2.6,0.4467,0.0481,1
       (2013 EV108),,,,20.7,2459800.5,0.634,2.397,0.877,8.42,33.34,215.24,174.9,3.92,0.2657,0.0277,1
       (2013 EO126),,,,19.9,2459800.5,0.782,2.297,0.501,2.98,153.46,148.53,229.91,4.09,0.2831,0.0402,1
       (2013 FX7),,,,21.6,2459800.5,0.3098,1.266,0.874,5.22,211.54,28.85,179.34,1.66,0.6922,0.0456,1
       (2013 FA8),,,,21.05,2459800.5,0.6737,1.929,0.629,3.12,165.47,280.99,203.27,3.23,0.368,0.00543,1
       (2013 FW13),,,,21.7,2459800.5,0.3618,1.12,0.715,23.41,175.82,272.32,26.36,1.53,0.8312,0.0122,1
       (2013 GY7),,,,20.5,2459800.5,0.2306,1.247,0.959,29.58,189.9,128.62,146.67,1.53,0.708,0.03,1
       (2013 GR38),,,,21.8,2459800.5,0.5561,1.79,0.795,4.59,218.64,68.42,293.77,2.79,0.4114,0.00359,1
       (2013 GS66),,,,21,2459800.5,0.5842,2.01,0.836,2.44,204.27,273.43,117.22,3.18,0.3458,0.0219,1
       (2013 GG69),,,,18.8,2459800.5,0.6699,2.685,0.886,9.26,183.17,144.75,0.67,4.48,0.2241,0.0222,1
       (2013 GZ73),,,,19.1,2459800.5,0.6173,2.371,0.907,7.34,116.78,340.19,238.67,3.83,0.27,0.033,1
       (2013 GA80),,,,21.5,2459800.5,0.1535,1.174,0.994,32.19,29.11,133.12,150.18,1.35,0.775,0.0332,1
       (2013 GH84),,,,20.7,2459800.5,0.3713,1.564,0.983,14.9,53.36,186.41,263.72,2.15,0.5037,0.0247,1
       (2013 JM7),,,,20.6,2459800.5,0.274,1.211,0.879,4.96,242.48,154.83,174.56,1.54,0.7393,0.0441,1
       (2013 JN7),,,,21.02,2459800.5,0.6398,1.719,0.619,2.25,297.5,167.53,80.71,2.82,0.4371,0.0381,1
       (2013 JM14),,,,21.6,2459800.5,0.5098,1.895,0.929,8.1,109.44,44.51,221.9,2.86,0.3777,0.0231,1
       (2013 JL22),,,,21.3,2459800.5,0.5942,1.187,0.482,3.06,37.96,69.08,99.89,1.89,0.7621,0.00247,1
       (2013 JR28),,,,21.7,2459800.5,0.6549,2.202,0.76,6.55,103.55,230.56,272.86,3.64,0.3017,0.0351,1
       (2013 KZ1),,,,21.5,2459800.5,0.5067,1.563,0.771,29.2,236.02,104.73,217.31,2.35,0.5045,0.0306,1
       (2013 LE16),,,,18.5,2459800.5,0.6074,2.565,1.007,32.82,81.77,198.18,73.57,4.12,0.24,0.0104,1
       (2013 LG16),,,,19.35,2459800.5,0.4079,1.6,0.947,11.15,232.78,209.55,357.15,2.25,0.4869,0.00289,1
       (2013 LM31),,,,20.31,2459800.5,0.655,2.267,0.782,1.75,103.16,251.16,222.19,3.75,0.2888,0.00315,1
       (2013 LN31),,,,20,2459800.5,0.8021,2.256,0.447,23.2,100.79,278.77,234.27,4.07,0.2908,0.0404,1
       (2013 MW6),,,,19.87,2459800.5,0.4845,1.733,0.893,5.52,0.8,191.09,32.18,2.57,0.4322,0.0498,1
       (2013 NV),,,,20.2,2459800.5,0.5111,0.9585,0.469,29.29,275.59,227.82,321.85,1.45,1.05,0.039,1
       (2013 NJ10),,,,18.2,2459800.5,0.4571,1.613,0.876,7.04,90.71,25.17,318.52,2.35,0.481,0.0451,1
       (2013 NF19),,,,21.6,2459800.5,0.6955,1.67,0.509,27.33,283.41,262.93,99.92,2.83,0.4566,0.0387,1
       (2013 ND24),,,,21.2,2459800.5,0.7429,2.048,0.527,3.64,295.18,97.13,14.56,3.57,0.3364,0.000464,1
       (2013 OD4),,,,21,2459800.5,0.7762,1.886,0.422,12.2,127.39,299.32,151.07,3.35,0.3806,0.0355,1
       (2013 PV13),,,,20.8,2459800.5,0.6453,2.747,0.974,11.89,151.14,221.49,340.37,4.52,0.2165,0.0443,1
       (2013 QR1),,,0.094,21.6,2459800.5,0.7366,1.95,0.514,45.63,151.55,279.34,86.49,3.39,0.3619,0.00156,1
       (2013 QU1),,,,21.16,2459800.5,0.2495,1.184,0.889,35.24,149.14,55.21,78.14,1.48,0.765,0.0142,1
       (2013 QC11),,,,21.58,2459800.5,0.6188,1.511,0.576,2.14,250.57,332.58,330.41,2.45,0.5306,0.0311,1
       (2013 RC32),,,,22.1,2459800.5,0.6303,2.481,0.917,3,46.65,2.56,91.55,4.04,0.2522,0.0298,1
       (2013 RZ73),,,,21,2459800.5,0.5338,1.368,0.638,25.13,355.57,262.31,240.91,2.1,0.6157,0.0288,1
       (2013 RH74),,,5.346,20.9,2459800.5,0.594,2.284,0.927,5.48,200.43,227.75,187.97,3.64,0.2855,0.0198,1
       (2013 RJ74),,,,19.1,2459800.5,0.7209,2.818,0.787,22.51,348.15,124.5,292.62,4.85,0.2083,0.0208,1
       (2013 SW24),,,7.09,21,2459800.5,0.6517,2.673,0.931,6.14,347.15,323.9,19.2,4.42,0.2255,0.00029,1
       (2013 TR132),,,,20.1,2459800.5,0.3615,1.45,0.926,31.96,35.39,330.07,33.11,1.97,0.5643,0.0314,1
       (2013 TE135),,,,19.9,2459800.5,0.7583,2.363,0.571,6.05,182.24,103.14,170.96,4.15,0.2713,0.023,1
       (2013 TT135),,,,21.9,2459800.5,0.6013,2.145,0.855,6.49,341.43,327.29,308.23,3.44,0.3137,0.0366,1
       (2013 TV135),,,,19.5,2459800.5,0.5945,2.426,0.984,6.75,333.37,23.81,125.86,3.87,0.2608,0.00372,1
       (2013 US3),,,450,21.31,2459800.5,0.1852,1.202,0.979,12.32,39.55,134.15,118.99,1.42,0.748,0.0193,1
       (2013 VO5),,,,21.36,2459800.5,0.6907,1.28,0.396,2.02,74,211.08,52.44,2.16,0.681,0.0179,1
       (2013 VY13),,,,21.2,2459800.5,0.5146,1.731,0.84,5.52,261.2,87.17,322.14,2.62,0.4327,0.0426,1
       (2013 WR43),,,,21.8,2459800.5,0.3671,1.413,0.894,5.9,280.18,42.19,121.35,1.93,0.5868,0.0237,1
       (2013 WT44),0.653,0.079,2.8849,19.3,2459800.5,0.5671,2.262,0.979,12.21,182.68,325.9,176.11,3.54,0.2897,0.0364,1
       (2013 WT45),0.185,0.391,,20.3,2459800.5,0.4674,1.63,0.868,9.34,33.02,122.11,25.55,2.39,0.4738,0.00733,1
       (2013 WR67),,,,22,2459800.5,0.7165,2.553,0.724,4.94,263.43,74.99,58.88,4.38,0.2417,0.00466,1
       (2013 WF108),,,7.37,20.3,2459800.5,0.5746,1.993,0.848,23.45,238.98,309.03,343.47,3.14,0.3502,0.0243,1
       (2013 XW3),,,,21.12,2459800.5,0.4805,1.737,0.902,4.63,70.51,284.37,319.52,2.57,0.4307,0.0411,1
       (2013 XN24),,,,19.3,2459800.5,0.6203,2.69,1.021,13.92,279.14,173.06,351.98,4.36,0.2234,0.0416,1
       (2013 YC),,,,21.27,2459800.5,0.9429,2.495,0.142,2.8,262.29,34.56,78.58,4.85,0.25,0.00487,1
       (2013 YP139),0.402,0.025,,21.6,2459800.5,0.683,2.401,0.761,0.82,292.06,83.63,125.68,4.04,0.265,0.00399,1
       (2014 AF51),,,,20.4,2459800.5,0.4298,1.787,1.019,2.79,237.66,330.25,166.74,2.55,0.4127,0.024,1
       (2014 BW2),,,,19.9,2459800.5,0.4775,1.885,0.985,16.55,163.29,26.46,78.98,2.79,0.3807,0.0256,1
       (2014 BX2),0.11,0.253,,21.8,2459800.5,0.7608,2.214,0.53,2.25,135.83,99.93,191.2,3.9,0.2992,0.00399,1
       (2014 CY4),0.574,0.019,,20.34,2459800.5,0.8186,2.654,0.482,15.02,126.66,289.38,1.88,4.83,0.2279,0.0434,1
       (2014 CD13),0.398,0.034,,21.3,2459800.5,0.7563,2.207,0.538,6.89,332.35,284.44,193.23,3.88,0.3007,0.0223,1
       (2014 CU13),,,14.36,21.9,2459800.5,0.6742,2.152,0.701,5.95,356.17,249.78,225.55,3.6,0.3123,0.00799,1
       (2014 DM22),,,,19,2459800.5,0.559,1.8,0.794,42.13,119.91,112.73,134.92,2.81,0.408,0.00169,1
       (2014 EQ12),,,8.49,21.1,2459800.5,0.7439,2.638,0.676,11.01,177.92,92.42,331.85,4.6,0.23,0.0347,1
       (2014 EG45),,,,21.9,2459800.5,0.4979,1.609,0.808,25.51,164.17,296.29,69.08,2.41,0.4831,0.000553,1
       (2014 EQ49),0.379,0.023,,21.8,2459800.5,0.2067,1.148,0.91,15.16,11.5,50.4,7.04,1.38,0.8016,0.0261,1
       (2014 ER49),0.461,0.301,,18.5,2459800.5,0.6421,2.824,1.011,13.68,100.28,160.12,256.25,4.64,0.2077,0.0158,1
       (2014 FO47),,,,20.29,2459800.5,0.2712,0.7521,0.548,19.2,358.65,347.48,136.22,0.96,1.511,0.0452,1
       (2014 GE35),,,,20.09,2459800.5,0.5205,1.891,0.907,19.16,223.38,232.12,108.97,2.88,0.379,0.0407,1
       (2014 HE124),,,,22,2456775.5,0.8487,1.959,0.296,18.73,204.34,229.78,21.09,3.62,0.3594,0.0437,1
       (2014 HQ124),0.325,0.291,16,18.92,2459800.5,0.2592,0.8509,0.63,26.37,257.55,144.5,22.64,1.07,1.256,0.00813,1
       (2014 HK129),,,10,21.1,2459800.5,0.49,1.706,0.87,6.68,93.89,45.15,284.67,2.54,0.4425,0.00761,1
       (2014 HV177),,,,21,2459800.5,0.5496,2.173,0.979,4.59,24.27,128.03,228.31,3.37,0.3076,0.0408,1
       (2014 JO25),,,4.5286,17.8,2459800.5,0.8866,2.066,0.234,25.16,30.3,49.9,296.04,3.9,0.332,0.0069,1
       (2014 JS54),,,,21.2,2459800.5,0.894,2.074,0.22,3.36,235.05,206.54,295.44,3.93,0.3299,0.0226,1
       (2014 JV55),0.321,0.156,,20.1,2459800.5,0.6923,2.456,0.756,41.44,59.78,106.38,64.3,4.16,0.256,0.0447,1
       (2014 KM4),,,,21.3,2459800.5,0.6868,2.777,0.87,5.19,143.64,10.89,281.24,4.68,0.213,0.0469,1
       (2014 KP4),,,,19.2,2459800.5,0.8206,2.322,0.416,9.32,249.02,235.96,130.49,4.23,0.2786,0.0457,1
       (2014 KS40),,,,22.11,2459800.5,0.5377,2.292,1.06,2.92,251.35,4.7,126.41,3.53,0.284,0.0452,1
       (2014 KZ45),,,,20.3,2459800.5,0.4066,1.529,0.907,13.76,121.63,231.48,54.89,2.15,0.5214,0.00171,1
       (2014 KT76),,,,21.29,2459800.5,0.7008,2.484,0.743,4.43,207.98,298.42,55.26,4.22,0.2517,0.00916,1
       (2014 KP84),,,,20.78,2459800.5,0.3512,1.489,0.966,22.34,56.22,29.46,303.87,2.01,0.5426,0.0115,1
       (2014 KV86),0.644,0.032,,20.55,2459800.5,0.6412,2.633,0.945,25.58,130.96,37.25,347.65,4.32,0.2307,0.0365,1
       (2014 KB91),,,,20.25,2459800.5,0.5765,2.331,0.987,4.94,201.86,127.12,90.98,3.68,0.2769,0.0443,1
       (2014 MP5),,,,21.8,2459800.5,0.5213,2.166,1.037,9.76,133.41,183.14,182.88,3.29,0.3093,0.0228,1
       (2014 MF6),,,,20.7,2459800.5,0.6134,2.444,0.945,4.33,89.83,234.7,33.82,3.94,0.2579,0.0244,1
       (2014 MJ6),,,,21.73,2459800.5,0.6421,1.843,0.659,4.49,271.51,102.53,61.21,3.03,0.3941,0.0044,1
       (2014 MR26),,,,18.16,2459800.5,0.8248,2.494,0.437,10.89,141.55,290.57,42.71,4.55,0.2502,0.0187,1
       (2014 MK55),,,,21.65,2459800.5,0.3701,1.37,0.863,2.93,162.94,207.8,320.27,1.88,0.6144,0.0299,1
       (2014 NB52),,,,21.9,2459800.5,0.3737,1.253,0.785,24.41,279.39,115.34,216.06,1.72,0.7026,0.0428,1
       (2014 NK52),0.502,0.021,,21.3,2459800.5,0.8364,2.209,0.361,2.52,250.51,274.59,191.03,4.06,0.3002,0.0138,1
       (2014 NG65),,,,21.9,2459800.5,0.3856,1.363,0.838,8.35,97.36,305.25,316.63,1.89,0.6192,0.0157,1
       (2014 OY1),0.598,0.113,,19.1,2459800.5,0.6243,2.579,0.969,23,76.29,186.77,351.86,4.19,0.238,0.0428,1
       (2014 OT111),,,19.41,21.7,2459800.5,0.5536,2.213,0.988,8.36,307.21,320.4,167.74,3.44,0.2993,0.0327,1
       (2014 OX299),,,40.5,19.5,2459800.5,0.8546,2.207,0.321,6.47,154.36,283.13,143.57,4.09,0.3007,0.0308,1
       (2014 OM339),,,,21.45,2459800.5,0.6449,2.578,0.915,3.45,28.58,18.21,319.05,4.24,0.2382,0.0203,1
       (2014 OJ392),,,,21.7,2459800.5,0.2922,1.168,0.827,35.36,316.92,242.16,214.6,1.51,0.7807,0.0414,1
       (2014 PS59),0.206,0.263,,20.5,2459800.5,0.5462,1.964,0.891,14.14,162.5,222.81,308.17,3.04,0.3581,0.0167,1
       (2014 PW59),0.412,0.045,,20.9,2459800.5,0.6927,2.424,0.745,2.27,300.99,289.61,58.21,4.1,0.2611,0.000591,1
       (2014 QC3),,,,20.6,2459800.5,0.373,1.261,0.79,37.62,146.36,64.62,283.27,1.73,0.6964,0.0457,1
       (2014 QO296),,,,20.2,2459800.5,0.4688,1.836,0.975,10.93,193.52,30.67,102.1,2.7,0.3961,0.0159,1
       (2014 QO390),,,,21.33,2456900.5,0.8007,1.283,0.256,21.5,325.56,231.11,31.87,2.31,0.6784,0.0248,1
       (2014 QX432),,,,19.92,2459800.5,0.5871,1.366,0.564,6.44,111.79,68.64,97.37,2.17,0.6171,0.0188,1
       (2014 QL433),,,,19.9,2459800.5,0.7178,2.092,0.59,4.43,322.81,260.44,258.09,3.59,0.3258,0.00944,1
       (2014 QK434),0.296,0.461,78.4,19.1,2459800.5,0.5033,1.941,0.964,5.98,252.27,166.1,302.46,2.92,0.3646,0.00789,1
       (2014 SS1),,,16.63,21.7,2459800.5,0.5184,2.124,1.023,1.48,358.32,341.59,202.13,3.22,0.3185,0.0162,1
       (2014 SP142),,,,21.7,2459800.5,0.4201,1.16,0.673,5.57,125.19,81.22,213.21,1.65,0.7884,0.00117,1
       (2014 SM143),,,2.91,20.3,2459800.5,0.4226,1.206,0.696,24.21,28.81,89.64,278.17,1.72,0.7445,0.00476,1
       (2014 SM260),,,,21,2459800.5,0.8845,2.258,0.261,7.78,336.63,247.12,137.5,4.26,0.2904,0.0292,1
       (2014 TN17),,,,21.5,2459800.5,0.7024,2.256,0.671,16.29,0.54,106.27,93.21,3.84,0.291,0.0183,1
       (2014 TY33),,,,21.8,2459800.5,0.2617,1.413,1.043,18.66,196.54,180.55,237.84,1.78,0.5868,0.0451,1
       (2014 TA36),0.554,0.03,,20.7,2459800.5,0.7067,2.837,0.832,6.13,229.01,256.48,207.57,4.84,0.2063,0.0438,1
       (2014 UQ56),,,,19.2,2459800.5,0.324,1.437,0.972,39.91,45.42,182.42,1.81,1.9,0.572,0.0365,1
       (2014 UR116),,,17.751,19.8,2459800.5,0.7271,2.069,0.565,6.57,5.92,286.89,237.96,3.57,0.3311,0.0291,1
       (2014 VL6),0.242,0.091,,21.38,2459800.5,0.3291,1.243,0.834,6.09,38.87,279.91,257.64,1.65,0.7109,0.0182,1
       (2014 WD7),,,,21.8,2459800.5,0.752,2.26,0.56,2.31,218.91,308.62,76.84,3.96,0.2901,0.0246,1
       (2014 WZ120),0.297,0.126,3.361,20.5,2459800.5,0.6398,2.211,0.796,20.91,244.78,245.25,107.9,3.63,0.2998,0.0277,1
       (2014 WD201),,,,19.2,2459800.5,0.5021,2.096,1.044,8.47,105.71,199.84,258.39,3.15,0.3247,0.0407,1
       (2014 WT202),,,,21.1,2459800.5,0.0631,0.9656,0.905,23.39,58.81,185.76,223.75,1.03,1.039,0.0393,1
       (2014 WV363),,,,19.1,2459800.5,0.5159,1.846,0.894,5.53,77.95,210.06,63.61,2.8,0.393,0.03,1
       (2014 WE365),,,,21,2459800.5,0.5004,1.231,0.615,7.24,130.97,67.34,144.13,1.85,0.722,0.0261,1
       (2014 WG365),,,,20,2459800.5,0.3335,1.296,0.864,25.12,71.33,111.1,340.55,1.73,0.6682,0.012,1
       (2014 WR367),,,,22.1,2459800.5,0.6629,2.426,0.818,7.25,49.64,311.83,26.57,4.03,0.2609,0.0148,1
       (2014 WK368),0.486,0.021,,21.4,2459800.5,0.7123,2.156,0.62,14.3,237.17,105.21,172.58,3.69,0.3114,0.0352,1
       (2014 XJ3),,,,20.09,2459800.5,0.7271,2.137,0.583,1.22,22.5,161.58,145.7,3.69,0.3156,0.02,1
       (2014 XL7),,,,21,2459800.5,0.5332,1.654,0.772,7.5,74.46,250.8,267.19,2.54,0.4633,0.00205,1
       (2014 YY8),,,,19.12,2459800.5,0.5951,2.128,0.862,20.01,14.35,134.67,144.86,3.39,0.3174,0.0231,1
       (2014 YL14),0.355,0.081,,20.6,2459800.5,0.7644,2.751,0.648,5.92,67.83,291.06,252.74,4.85,0.216,0.0153,1
       (2014 YR15),,,,21.5,2459800.5,0.4092,0.7497,0.443,5.71,320.53,309,103.91,1.06,1.518,0.0379,1
       (2014 YS34),0.129,0.505,,20.8,2459800.5,0.3857,1.553,0.954,6.89,210.06,322,299.14,2.15,0.5092,0.00599,1
       (2014 YW34),,,,21.7,2459800.5,0.4255,1.407,0.808,6.03,314.32,57.28,248.03,2.01,0.5907,0.0253,1
       (2015 AH),,,,21.58,2459800.5,0.2405,0.9068,0.689,14.07,255.29,70.64,37.23,1.12,1.141,0.0391,1
       (2015 AR45),,,,19.8,2459800.5,0.7014,1.385,0.414,9.23,114.38,239.6,274.49,2.36,0.6046,0.0177,1
       (2015 AY245),0.374,0.042,,20.99,2459800.5,0.1094,1.127,1.004,13.6,143.66,13.03,90.6,1.25,0.824,0.02,1
       (2015 BS4),,,,21.4,2459800.5,0.6507,2.741,0.957,6.15,355.4,186.76,226.24,4.52,0.2172,0.0251,1
       (2015 BZ310),,,5.9,21.32,2459800.5,0.5542,2.033,0.906,4.08,305.03,271.49,187.94,3.16,0.3401,0.0485,1
       (2015 BL311),,,,21,2459800.5,0.8444,2.366,0.368,1.72,220.35,143.26,37.08,4.36,0.2708,0.0153,1
       (2015 BN311),,,,20.5,2459800.5,0.3236,1.416,0.958,16.81,98.57,228.17,300.95,1.87,0.5851,0.0213,1
       (2015 BK515),,,,20.89,2459800.5,0.4464,1.75,0.969,5.27,152.34,59.26,45.9,2.53,0.4257,0.0474,1
       (2015 BP515),,,,21.07,2459800.5,0.1715,1.251,1.036,17.75,134.35,196.59,304.5,1.47,0.7047,0.0282,1
